measure,correet_label,predicted_label,message
TP,ham,ham,"Just making dinner, you ?"
TP,ham,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
TP,ham,ham,Oh... Okie lor...We go on sat... 
TP,ham,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
TP,ham,ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
TP,ham,ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
TP,ham,ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
TP,ham,ham,Can you pls send me that company name. In saibaba colany
TP,ham,ham,No. I dont want to hear anything
TP,ham,ham,You are a big chic. Common. Declare
TP,ham,ham,Thats cool. I want to please you...
TP,ham,ham,Going to join tomorrow.
FN,spam,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÃ¥Â£3.99
TP,ham,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
FN,spam,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
TP,ham,ham,"Total disappointment, when I texted you was the craziest shit got :("
TP,ham,ham,Its just the effect of irritation. Just ignore it
TP,ham,ham,What about this one then.
TP,ham,ham,I think that tantrum's finished so yeah I'll be by at some point
TP,ham,ham,Compliments to you. Was away from the system. How your side.
TP,ham,ham,happened here while you were adventuring
TP,ham,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
TP,ham,ham,Ok which your another number
TP,ham,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
TP,ham,ham,Aiyah ok wat as long as got improve can already wat...
FN,spam,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
TP,ham,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
TP,ham,ham,Just sleeping..and surfing
FN,spam,spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Ã¥Â£250 3 WANT Ã¥Â£800
TP,ham,ham,Yeah it's jus rite...
TP,ham,ham,Armand says get your ass over to epsilon
TP,ham,ham,U still havent got urself a jacket ah?
TP,ham,ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
TP,ham,ham,Hi its in durban are you still on this number
TP,ham,ham,Ic. There are a lotta childporn cars then.
FN,spam,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
TP,ham,ham,"No, I was trying it all weekend ;V"
TP,ham,ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
TP,ham,ham,"Cool, what time you think you can get here?"
TP,ham,ham,Wen did you get so spiritual and deep. That's great
TP,ham,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
TP,ham,ham,Hahaha..use your brain dear
TP,ham,ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
TP,ham,ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
TP,ham,ham,Yes i have. So that's why u texted. Pshew...missing you so much
TP,ham,ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
TP,ham,ham,"Sorry, I'll call later"
TP,ham,ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
TP,ham,ham,Anything lor. Juz both of us lor.
TP,ham,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
TP,ham,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
TP,ham,ham,Ard 6 like dat lor.
TP,ham,ham,Why don't you wait 'til at least wednesday to see if you get your .
TP,ham,ham,Huh y lei...
FN,spam,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
FN,spam,spam,"This is the 2nd time we have tried 2 contact u. U have won the Ã¥Â£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
TP,ham,ham,Will Ã_ b going to esplanade fr home?
TP,ham,ham,"Pity, * was in mood for that. So...any other suggestions?"
TP,ham,ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
TP,ham,ham,Rofl. Its true to its name
